Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,description_wiki
11494,Ultimate Shooting Collection,Wii,2008.0,Shooter,Milestone,0.08,0.0,0.0,0.0,0.08,no_data
11495,Kenshuui Tendo Dokuta,DS,2004.0,Simulation,Spike,0.0,0.0,0.08,0.0,0.08,no_data
11496,Super Sentai Battle: Ranger Cross,Wii,2011.0,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,no_data
11497,Soul Bubbles,DS,2008.0,Puzzle,Eidos Interactive,0.05,0.02,0.0,0.01,0.08,no_data
11498,Gradius III and IV,PS2,2000.0,Shooter,Konami Digital Entertainment,0.04,0.03,0.0,0.01,0.08,no_data
11499,Pilot ni Narou! 2,PS2,2001.0,Simulation,Victor Interactive,0.0,0.0,0.08,0.0,0.08,no_data
11500,AKB1/149: Love Election,PS3,2013.0,Adventure,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,no_data
11501,Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,2011.0,Strategy,Acquire,0.0,0.0,0.08,0.0,0.08,no_data
11502,Man vs. Wild,PS3,2010.0,Action,Abylight,0.07,0.0,0.0,0.01,0.08,no_data
11503,Incredible Crisis,PS,1999.0,Action,Titus,0.04,0.03,0.0,0.01,0.08,no_data
11504,Midway Arcade Treasures 3,XB,2005.0,Misc,Midway Games,0.06,0.02,0.0,0.0,0.08,no_data
11505,Witches & Vampires: The Secrets of Ashburry,DS,2010.0,Adventure,DTP Entertainment,0.05,0.02,0.0,0.01,0.08,no_data
11506,The King of Fighters EX2: Howling Blood,GBA,2002.0,Fighting,Marvelous Interactive,0.06,0.02,0.0,0.0,0.08,no_data
11507,Samurai Shodown III,NG,1995.0,Fighting,SNK,0.0,0.0,0.08,0.0,0.08,no_data
11508,Disney's Meet the Robinsons,X360,2007.0,Action,Disney Interactive Studios,0.07,0.0,0.0,0.01,0.08,no_data
11509,Cabela's North American Adventures,PS2,2010.0,Sports,Activision,0.04,0.03,0.0,0.01,0.08,no_data
11510,Akiba's Trip Plus,PSP,2012.0,Adventure,Acquire,0.0,0.0,0.08,0.0,0.08,no_data
11511,Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,GBA,2004.0,Strategy,Nintendo,0.0,0.0,0.08,0.0,0.08,no_data
11512,NBA 10: The Inside,PSP,2009.0,Sports,Sony Computer Entertainment,0.07,0.0,0.0,0.01,0.08,no_data
11513,Jillian Michaels Fitness Ultimatum 2010,DS,2009.0,Sports,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,no_data
11514,Dragon Ball Z: Battle of Z,X360,2014.0,Fighting,Namco Bandai Games,0.01,0.06,0.0,0.01,0.08,no_data
11515,Silent Hunter III,PC,2005.0,Simulation,Ubisoft,0.0,0.07,0.0,0.01,0.08,no_data
11516,Famicom Mini: Star Soldier,GBA,2004.0,Shooter,Nintendo,0.0,0.0,0.08,0.0,0.08,no_data
11517,Sentimental Graffiti 2,DC,2000.0,Adventure,NEC Interchannel,0.0,0.0,0.08,0.0,0.08,no_data
11518,Shonen Jump's One Piece: Pirates Carnival,GC,2005.0,Misc,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08,no_data
11519,Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,2013.0,Misc,Nippon Columbia,0.0,0.0,0.08,0.0,0.08,no_data
11520,Goblin Commander: Unleash the Horde,XB,2003.0,Strategy,Jaleco,0.06,0.02,0.0,0.0,0.08,no_data
11521,Serious Sam 3: BFE,PC,2011.0,Shooter,Mastertronic,0.01,0.05,0.0,0.01,0.08,no_data
11522,MXGP 2,PS4,2016.0,Racing,Milestone S.r.l.,0.02,0.05,0.0,0.01,0.08,no_data
11523,Doraemon: Nobita and the Island of Miracles,3DS,2012.0,Action,FuRyu,0.0,0.0,0.08,0.0,0.08,no_data
11524,Puzzler Mind Gym 3D,3DS,2011.0,Puzzle,Ubisoft,0.07,0.0,0.0,0.0,0.08,no_data
11525,Lost Dimension,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.05,0.01,0.0,0.01,0.08,no_data
11526,Sentimental Graffiti: First Window,SAT,1997.0,Adventure,NEC Interchannel,0.0,0.0,0.08,0.0,0.08,no_data
11527,Gekijouban Madoka Magicka: The Battle Pentagram,PSV,2013.0,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,no_data
11528,Cartoon Network Collection: Game Boy Advance Video Volume 2,GBA,2004.0,Misc,,0.06,0.02,0.0,0.0,0.08,no_data
11529,Sherlock Holmes: Crimes & Punishments,XOne,2014.0,Adventure,Focus Home Interactive,0.03,0.04,0.0,0.01,0.08,no_data
11530,Tempest 3X,PS,1995.0,Shooter,Interplay,0.04,0.03,0.0,0.01,0.08,no_data
11531,A-Train,PS,1995.0,Simulation,Sony Computer Entertainment,0.02,0.01,0.04,0.01,0.08,no_data
11532,Hidden Invasion,PS2,2001.0,Shooter,Swing! Entertainment,0.04,0.03,0.0,0.01,0.08,no_data
11533,My Friends,DS,2009.0,Misc,Oxygen Interactive,0.07,0.0,0.0,0.01,0.08,no_data
11534,World Series of Poker 2008: Battle for the Bracelets,X360,2007.0,Misc,Activision,0.06,0.01,0.0,0.01,0.08,no_data
11535,Superman: Shadow of Apokolips,GC,2003.0,Action,Atari,0.06,0.02,0.0,0.0,0.08,no_data
11536,Armored Core 3 Portable,PSP,2009.0,Simulation,From Software,0.0,0.0,0.08,0.0,0.08,no_data
11537,Bleach: Erabareshi Tamashii,PS2,2005.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,no_data
11538,The Croods: Prehistoric Party!,DS,2013.0,Misc,D3Publisher,0.03,0.04,0.0,0.01,0.08,no_data
11539,Sengoku Musou 3: Moushouden,Wii,2011.0,Action,Ackkstudios,0.0,0.0,0.08,0.0,0.08,no_data
11540,Batman: Dark Tomorrow,GC,2003.0,Action,Kemco,0.06,0.02,0.0,0.0,0.08,no_data
11541,Code Lyoko: Fall of X.A.N.A.,DS,2008.0,Adventure,Game Factory,0.07,0.0,0.0,0.01,0.08,no_data
11542,Looney Tunes: Galactic Sports,PSV,2015.0,Action,Sony Computer Entertainment,0.0,0.06,0.0,0.02,0.08,no_data
11543,Yuu Yuu Hakusho: Makyo Toitsusen,GEN,1994.0,Fighting,Sega,0.0,0.0,0.08,0.0,0.08,no_data
11544,The First Templar,PC,2011.0,Action,Kalypso Media,0.06,0.01,0.0,0.01,0.08,no_data
11545,Rock Revolution,Wii,,Misc,Unknown,0.07,0.0,0.0,0.01,0.08,no_data
11546,Ogre Battle Series: Tactics Ogre,PS,1997.0,Role-Playing,Atlus,0.04,0.03,0.0,0.01,0.08,no_data
11547,Little League World Series Baseball 2010,PS3,2010.0,Sports,Activision,0.07,0.0,0.0,0.01,0.08,no_data
11548,Wordfish,DS,2008.0,Puzzle,Ubisoft,0.07,0.0,0.0,0.01,0.08,no_data
11549,Battlestar Galactica,XB,2003.0,Shooter,Vivendi Games,0.06,0.02,0.0,0.0,0.08,
11550,Fireblade,XB,2002.0,Action,Midway Games,0.06,0.02,0.0,0.0,0.08,no_data
11551,futureU: The Prep Game for SAT,DS,2008.0,Misc,Aspyr,0.07,0.0,0.0,0.01,0.08,no_data
11552,BioShock The Collection,XOne,2016.0,Shooter,Take-Two Interactive,0.03,0.04,0.0,0.01,0.08,no_data
11553,Johnny Test,DS,2011.0,Platform,505 Games,0.07,0.0,0.0,0.01,0.08,
11554,Just Dance: Disney Party 2,WiiU,2015.0,Action,Ubisoft,0.06,0.01,0.0,0.01,0.08,no_data
11555,Tomb Raider: Legend,GC,2006.0,Action,Eidos Interactive,0.06,0.02,0.0,0.0,0.08,"Afsløringer af handling, afslutning og/eller plot ender her."
11556,Boxing Fever,GBA,2001.0,Sports,THQ,0.06,0.02,0.0,0.0,0.08,no_data
11557,RoadKill,XB,2003.0,Action,Midway Games,0.06,0.02,0.0,0.0,0.08,no_data
11558,Discovery Kids: Spider Quest,DS,2009.0,Misc,505 Games,0.07,0.0,0.0,0.01,0.08,no_data
11559,Valkyrie Drive: Bhikkhuni,PSV,2015.0,Action,PQube,0.0,0.01,0.07,0.0,0.08,no_data
11560,Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,PS2,2007.0,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,no_data
11561,7 Wonders of the Ancient World,PSP,2007.0,Puzzle,Mumbo Jumbo,0.07,0.0,0.0,0.01,0.08,no_data
11562,New International Track & Field,DS,2008.0,Sports,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,no_data
11563,Indycar Series 2005,XB,2004.0,Action,Codemasters,0.06,0.02,0.0,0.0,0.08,no_data
11564,Final Fantasy XI: Vana'diel Collection 2008,PS2,2007.0,Role-Playing,Square Enix,0.03,0.03,0.01,0.01,0.08,no_data
11565,Lost in Blue: Shipwrecked,Wii,2008.0,Adventure,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,no_data
11566,Madden NFL 17,X360,2016.0,Sports,Electronic Arts,0.06,0.01,0.0,0.01,0.08,no_data
11567,Taz Wanted,GC,2002.0,Platform,Atari,0.06,0.02,0.0,0.0,0.08,no_data
11568,The Voice,X360,2014.0,Action,Activision,0.07,0.0,0.0,0.01,0.08,The Voice '06
11569,Penny Racers Party: Turbo-Q Speedway,Wii,2008.0,Racing,Takara Tomy,0.07,0.0,0.0,0.01,0.08,no_data
11570,Skydiving Extreme,PS,2001.0,Sports,Banpresto,0.04,0.03,0.0,0.01,0.08,no_data
11571,Evil Dead: Regeneration,XB,2005.0,Action,THQ,0.06,0.02,0.0,0.0,0.08,no_data
11572,Need For Speed: Undercover,PC,2008.0,Racing,Electronic Arts,0.0,0.07,0.0,0.01,0.08,
11573,Dreamer Series: Shop Owner,DS,2009.0,Simulation,Deep Silver,0.07,0.0,0.0,0.01,0.08,no_data
11574,Evolution Worlds,GC,2002.0,Role-Playing,Ubisoft,0.06,0.02,0.0,0.0,0.08,no_data
11575,Dead Island: Riptide,PC,,Action,Deep Silver,0.0,0.07,0.0,0.01,0.08,no_data
11576,Sherlock Holmes: Crimes & Punishments,PS3,2014.0,Adventure,Focus Home Interactive,0.03,0.04,0.0,0.01,0.08,no_data
11577,Drama Queens,DS,2009.0,Misc,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,no_data
11578,Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,DS,2010.0,Misc,Disney Interactive Studios,0.0,0.0,0.08,0.0,0.08,no_data
11579,Rapala Pro Bass Fishing 2010,PS2,2010.0,Sports,Activision,0.04,0.03,0.0,0.01,0.08,no_data
11580,My First Songs,Wii,2010.0,Misc,Mindscape,0.0,0.07,0.0,0.01,0.08,no_data
11581,Dungeon Travelers 2: The Royal Library & The Monster Seal,PSP,2013.0,Role-Playing,Aqua Plus,0.0,0.0,0.08,0.0,0.08,no_data
11582,Ultimate Party Challenge,Wii,2009.0,Misc,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,no_data
11583,Assassin's Creed Chronicles,PS4,2016.0,Action,Ubisoft,0.01,0.05,0.01,0.01,0.08,no_data
11584,Scooby-Doo! Who's Watching Who?,PSP,2006.0,Adventure,THQ,0.07,0.01,0.0,0.01,0.08,no_data
11585,Sub Rebellion,PS2,2002.0,Simulation,Metro 3D,0.04,0.03,0.0,0.01,0.08,no_data
11586,Legend of the Guardians: The Owls of Ga'Hoole,PS3,2010.0,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08,no_data
11587,Striker 96,PS,1995.0,Sports,Time Warner Interactive,0.04,0.03,0.0,0.01,0.08,no_data
11588,Tokimeki Memorial 4,PSP,2009.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,no_data
11589,Bleach: Heat the Soul 4,PSP,2007.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,no_data
11590,Pocket Dogs,GBA,2004.0,Misc,Agatsuma Entertainment,0.06,0.02,0.0,0.0,0.08,no_data
11591,Real Robots Final Attack,PS,1998.0,Shooter,Banpresto,0.0,0.0,0.07,0.01,0.08,no_data
11592,Minecraft: Story Mode,PC,2015.0,Adventure,Mojang,0.02,0.05,0.0,0.01,0.08,no_data
11593,P.N.03 - Product Number Three,GC,2003.0,Shooter,Capcom,0.06,0.02,0.0,0.0,0.08,no_data
11594,Samurai Warriors 2,X360,2006.0,Action,Tecmo Koei,0.07,0.01,0.0,0.01,0.08,no_data
11595,Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,PS3,2007.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,no_data
11596,Ape Escape: Pumped & Primed,PS2,2004.0,Misc,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08,no_data
11597,Alien Syndrome,PSP,2007.0,Role-Playing,Sega,0.07,0.0,0.0,0.01,0.08,no_data
11598,Monster Trucks DS,DS,2005.0,Racing,Majesco Entertainment,0.07,0.0,0.0,0.01,0.08,no_data
11599,FabStyle,DS,2011.0,Strategy,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,no_data
11600,Outlaw Tennis,PS2,2005.0,Sports,Global Star,0.04,0.03,0.0,0.01,0.08,no_data
11601,Grease Dance,PS3,2011.0,Misc,505 Games,0.05,0.02,0.0,0.01,0.08,no_data
11602,The Golf Club,PS4,2014.0,Sports,Unknown,0.05,0.02,0.0,0.01,0.08,no_data
11603,Mission Runway,DS,2008.0,Simulation,Eidos Interactive,0.07,0.01,0.0,0.01,0.08,no_data
11604,Agatha Christie: And Then There Were None,Wii,2008.0,Adventure,The Adventure Company,0.06,0.01,0.0,0.01,0.08,no_data
11605,Rayman Origins,PC,2012.0,Platform,Ubisoft,0.0,0.06,0.0,0.01,0.08,no_data
11606,Medabots Dual: Kabuto / Kuwagata,3DS,2013.0,Role-Playing,Rocket Company,0.0,0.0,0.08,0.0,0.08,no_data
11607,We Sing Rock!,Wii,2011.0,Misc,Nordic Games,0.0,0.07,0.0,0.01,0.08,no_data
11608,LEGO Soccer Mania,GBA,2002.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,no_data
11609,Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,2010.0,Shooter,Sega,0.06,0.01,0.0,0.01,0.08,no_data
11610,Dawn of Heroes,DS,2010.0,Role-Playing,Majesco Entertainment,0.07,0.0,0.0,0.0,0.08,no_data
11611,Imagine: My Restaurant,DS,2009.0,Simulation,Ubisoft,0.0,0.07,0.0,0.01,0.08,no_data
11612,Gadget Racers,PS2,2000.0,Racing,Midas Interactive Entertainment,0.04,0.03,0.0,0.01,0.08,no_data
11613,Phantasy Star Online Episode III: C.A.R.D. Revolution,GC,2003.0,Role-Playing,Sega,0.06,0.02,0.0,0.0,0.08,no_data
11614,Nanashi no Game,DS,2008.0,Adventure,Square Enix,0.0,0.0,0.08,0.0,0.08,no_data
11615,Bleach: Heat the Soul 7,PSP,2010.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,no_data
11616,Cosmic Family,Wii,2007.0,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08,no_data
11617,Whac-A-Mole,DS,2005.0,Puzzle,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.08,no_data
11618,Auto Destruct,PS,1998.0,Action,Electronic Arts,0.04,0.03,0.0,0.01,0.08,no_data
11619,Backyard NFL Football '09,DS,2008.0,Sports,Atari,0.07,0.0,0.0,0.01,0.08,no_data
11620,Terraria,3DS,2016.0,Action,505 Games,0.0,0.03,0.04,0.0,0.08,no_data
11621,GOTHA: Ismailia Seneki,SAT,1995.0,Strategy,Sega,0.0,0.0,0.08,0.0,0.08,no_data
11622,Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,no_data
11623,MLB Front Office Manager,PS3,2009.0,Sports,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,no_data
11624,Ultimate Fighting Championship: Throwdown,GC,2002.0,Fighting,Ubisoft,0.06,0.02,0.0,0.0,0.08,no_data
11625,Deep Fear,SAT,1998.0,Adventure,Sega,0.0,0.0,0.08,0.0,0.08,no_data
11626,Skeleton Warriors,PS,1996.0,Platform,Virgin Interactive,0.04,0.03,0.0,0.01,0.08,no_data
11627,Ford vs. Chevy,XB,2005.0,Racing,Global Star,0.06,0.02,0.0,0.0,0.08,no_data
11628,Endgame,PS2,2002.0,Shooter,Empire Interactive,0.04,0.03,0.0,0.01,0.08,no_data
11629,Dragon's Dogma Online,PS4,2015.0,Role-Playing,Capcom,0.0,0.0,0.08,0.0,0.08,no_data
11630,The Dukes of Hazzard: Return of the General Lee,XB,2004.0,Racing,Ubisoft,0.06,0.02,0.0,0.0,0.08,no_data
11631,Criminal Girls: Invite Only,PSP,2010.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.08,0.0,0.08,no_data
11632,Ultimate Duck Hunting,Wii,2009.0,Sports,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.08,no_data
11633,Virus,SAT,1997.0,Shooter,Hudson Soft,0.0,0.0,0.08,0.0,0.08,Diagram af celleinvasionen og replikationen af influenzavirus
11634,Jikkyou Powerful Pro Yakyuu Next,Wii,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,no_data
11635,WWE Crush Hour,GC,2003.0,Racing,THQ,0.06,0.02,0.0,0.0,0.08,no_data
11636,Emily the Strange: Strangerous,DS,2011.0,Action,DTP Entertainment,0.04,0.03,0.0,0.01,0.08,no_data
11637,Aliens in the Attic,Wii,2009.0,Action,Playlogic Game Factory,0.07,0.0,0.0,0.01,0.08,no_data
11638,Dragon Shadow Spell,PS2,2007.0,Role-Playing,Flight-Plan,0.0,0.0,0.08,0.0,0.08,no_data
11639,Daniel X: The Ultimate Power,DS,2010.0,Action,THQ,0.07,0.0,0.0,0.01,0.08,no_data
11640,Sound Novel Tsukuru,SNES,1996.0,Misc,ASCII Entertainment,0.0,0.0,0.08,0.0,0.08,no_data
11641,World Championship Poker: Deluxe Series,DS,2005.0,Misc,505 Games,0.07,0.0,0.0,0.01,0.08,no_data
11642,Dragon Slayer: The Legend of Heroes,GEN,1994.0,Role-Playing,Sega,0.0,0.0,0.08,0.0,0.08,no_data
11643,NHL Hitz 20-03,GC,2002.0,Sports,Midway Games,0.06,0.02,0.0,0.0,0.08,no_data
11644,Momotarou Dentetsu 11,GC,2002.0,Misc,Hudson Soft,0.0,0.0,0.07,0.0,0.08,no_data
11645,The Idolm@ster,X360,2007.0,Simulation,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,no_data
11646,Infernal: Hell's Vengeance,X360,2009.0,Shooter,Playlogic Game Factory,0.06,0.01,0.0,0.01,0.08,no_data
11647,Guilty Gear XX Slash,PS2,2006.0,Fighting,Sammy Corporation,0.0,0.0,0.08,0.0,0.08,no_data
11648,Salon Superstar,DS,2009.0,Simulation,505 Games,0.07,0.0,0.0,0.0,0.08,no_data
11649,Urban Reign,PS2,2005.0,Action,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08,no_data
11650,Super Robot Taisen Z Special Disc,PS2,2009.0,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,no_data
11651,Slayers Royal 2,SAT,1998.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.08,0.0,0.08,no_data
11652,Family Game Night 4: The Game Show,X360,2011.0,Misc,Electronic Arts,0.07,0.0,0.0,0.01,0.08,no_data
11653,Resident Evil 3: Nemesis,GC,2003.0,Action,Capcom,0.06,0.02,0.0,0.0,0.08,
11654,All-Star Baseball 2004,GC,2003.0,Sports,Acclaim Entertainment,0.06,0.02,0.0,0.0,0.08,no_data
11655,Madden NFL 08,GC,2007.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,no_data
11656,Ro-Kyu-Bu!,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.08,0.0,0.08,no_data
11657,Frogger Beyond,XB,2002.0,Platform,Konami Digital Entertainment,0.06,0.02,0.0,0.0,0.08,no_data
11658,Man vs. Wild,Wii,2011.0,Action,Crave Entertainment,0.07,0.0,0.0,0.0,0.08,no_data
11659,Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS,2007.0,Fighting,Takara Tomy,0.0,0.0,0.08,0.0,0.08,no_data
11660,Stuart Little 3: Big Photo Adventure,PS2,2005.0,Platform,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08,no_data
11661,"Ni Hao, Kai-lan: Super Game Day",PS2,2009.0,Misc,Take-Two Interactive,0.04,0.03,0.0,0.01,0.08,no_data
11662,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,2008.0,Fighting,Takara Tomy,0.0,0.0,0.08,0.0,0.08,no_data
11663,Pro Yakyuu Famista DS 2010,DS,2010.0,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,no_data
11664,Captain Tsubasa,PS2,2006.0,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,no_data
11665,Pitfall: The Lost Expedition,GC,2004.0,Platform,Activision,0.06,0.02,0.0,0.0,0.08,no_data
11666,Need for Speed Underground 2,PC,2004.0,Racing,Electronic Arts,0.0,0.06,0.0,0.01,0.08,no_data
11667,No One Can Stop Mr. Domino!,PS,1998.0,Misc,JVC,0.04,0.03,0.0,0.0,0.08,no_data
11668,Legend of the Guardians: The Owls of Ga'Hoole,X360,2010.0,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08,no_data
11669,GT Advance 3: Pro Concept Racing,GBA,2002.0,Racing,THQ,0.05,0.02,0.0,0.0,0.08,no_data
11670,PQ: Practical Intelligence Quotient,PSP,2005.0,Puzzle,D3Publisher,0.07,0.0,0.0,0.01,0.08,no_data
11671,Duke Nukem: Land of the Babes,PS,2000.0,Shooter,Atari,0.04,0.03,0.0,0.0,0.08,no_data
11672,Majin Tensei,SNES,1994.0,Role-Playing,Atlus,0.0,0.0,0.08,0.0,0.08,no_data
11673,Dragon Force II: Kamisarishi Daichi ni,SAT,1998.0,Strategy,Sega,0.0,0.0,0.08,0.0,0.08,no_data
11674,Pac-Man World 3,PSP,2005.0,Platform,Namco Bandai Games,0.07,0.0,0.0,0.01,0.08,
11675,Monkey Hero,PS,1998.0,Action,Take-Two Interactive,0.04,0.03,0.0,0.0,0.08,no_data
11676,Tokyo Beat Down,DS,2008.0,Action,Success,0.07,0.0,0.0,0.01,0.08,no_data
11677,Krazy Ivan,PS,1995.0,Simulation,Psygnosis,0.04,0.03,0.0,0.0,0.08,no_data
11678,Need for Speed: Most Wanted,PC,2012.0,Racing,Electronic Arts,0.0,0.06,0.0,0.02,0.08,no_data
11679,Quo Vadis,SAT,1995.0,Strategy,Glams,0.0,0.0,0.08,0.0,0.08,"^ Joh 13,36"
11680,The Lord of the Rings: The Battle for Middle-Earth,PC,2004.0,Strategy,Electronic Arts,0.01,0.06,0.0,0.01,0.08,
11681,The Legend of Kage 2,DS,2008.0,Action,Square Enix,0.07,0.0,0.0,0.0,0.08,no_data
11682,Fate/Tiger Colosseum,PSP,2007.0,Fighting,Capcom,0.0,0.0,0.08,0.0,0.08,no_data
11683,World Party Games,Wii,2009.0,Misc,505 Games,0.07,0.0,0.0,0.01,0.08,no_data
11684,Samurai Warriors Chronicles 3,3DS,2014.0,Action,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,no_data
11685,Open Season,PSP,2006.0,Platform,Ubisoft,0.07,0.0,0.0,0.01,0.08,no_data
11686,Animal Kingdom: Wildlife Expedition,Wii,2009.0,Adventure,Natsume,0.07,0.0,0.0,0.01,0.08,no_data
11687,Brothers in Arms: Furious 4,PS3,2012.0,Shooter,Ubisoft,0.01,0.05,0.0,0.02,0.08,no_data
11688,Rogue Trooper: Quartz Zone Massacre,Wii,2009.0,Shooter,Reef Entertainment,0.07,0.0,0.0,0.01,0.08,no_data
11689,Dragon Ball Z: The Legacy of Goku I & II,GBA,2005.0,Role-Playing,Atari,0.05,0.02,0.0,0.0,0.08,no_data
11690,R: Racing Evolution,GC,2003.0,Racing,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08,no_data
11691,Crayola: Colorful Journey,Wii,2009.0,Misc,Crave Entertainment,0.07,0.0,0.0,0.01,0.08,no_data
11692,Storybook Workshop,Wii,2009.0,Misc,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,no_data
11693,World Tour Soccer 06,PSP,2006.0,Sports,Sony Computer Entertainment,0.07,0.0,0.0,0.01,0.08,no_data
11694,Stella Deus: The Gate of Eternity,PS2,2004.0,Strategy,505 Games,0.04,0.03,0.0,0.01,0.08,no_data
11695,Vietcong: Purple Haze,XB,2004.0,Shooter,Gathering of Developers,0.06,0.02,0.0,0.0,0.08,no_data
11696,Conflict: Desert Storm,GC,2003.0,Shooter,SCi,0.06,0.02,0.0,0.0,0.08,no_data
11697,One Piece: Gear Spirit,DS,2007.0,Fighting,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,no_data
11698,Tales of Fandom Vol.2,PS2,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,no_data
11699,Titanic Mystery,DS,2010.0,Puzzle,PlayV,0.05,0.02,0.0,0.01,0.08,no_data
11700,Minna no Joushiki Ryoku TV,Wii,2008.0,Misc,Nintendo,0.0,0.0,0.08,0.0,0.08,no_data
11701,P.T.O. IV: Pacific Theater of Operations,PS2,2002.0,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.08,no_data
11702,WipEout HD Fury,PS3,2009.0,Racing,Sony Computer Entertainment,0.0,0.06,0.0,0.02,0.08,no_data
11703,Genkai Totsuki Moero Chronicle,PSV,2014.0,Role-Playing,Compile Heart,0.0,0.0,0.08,0.0,0.08,no_data
11704,Metal Gear Solid V: The Phantom Pain,PC,2015.0,Action,Konami Digital Entertainment,0.0,0.07,0.0,0.0,0.08,no_data
11705,Tears to Tiara: Garland of the Earth,PS3,2008.0,Strategy,Aqua Plus,0.0,0.0,0.08,0.0,0.08,no_data
11706,Madden NFL 17,PS3,2016.0,Sports,Electronic Arts,0.05,0.01,0.0,0.01,0.08,no_data
11707,Mind Quiz: Your Brain Coach,DS,2006.0,Misc,Ubisoft,0.0,0.0,0.08,0.0,0.08,no_data
11708,WRC 2: FIA World Rally Championship,X360,2011.0,Racing,Ubisoft,0.0,0.06,0.0,0.01,0.08,no_data
11709,The Hustle: Detroit Streets,PSP,2005.0,Sports,Deep Silver,0.07,0.0,0.0,0.01,0.08,no_data
11710,Codename: Kids Next Door: Operation S.O.D.A.,GBA,2004.0,Platform,Global Star,0.05,0.02,0.0,0.0,0.08,no_data
11711,Far Cry Instincts Evolution,XB,2006.0,Shooter,Ubisoft,0.06,0.02,0.0,0.0,0.08,no_data
11712,Pinball Hall of Fame: The Gottlieb Collection,XB,2004.0,Misc,Crave Entertainment,0.06,0.02,0.0,0.0,0.08,no_data
11713,Conception: Please Give Birth to My Child!,PSP,2012.0,Role-Playing,Spike,0.0,0.0,0.08,0.0,0.08,no_data
11714,WRC 5: FIA World Rally Championship,PSV,2015.0,Sports,Bigben Interactive,0.0,0.06,0.0,0.02,0.08,no_data
11715,Winter Sports 2011,Wii,2011.0,Sports,DTP Entertainment,0.0,0.06,0.0,0.01,0.08,no_data
11716,Medal of Honor: Underground,GBA,2002.0,Shooter,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.08,no_data
11717,Baroque,Wii,2008.0,Role-Playing,Rising Star Games,0.07,0.0,0.0,0.0,0.08,no_data
