,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,test_note_JVC,avis_count_JVC,avis_note_JVC,Classification_Age_JVC,Support_JVC
11606,Baroque,Wii,2008,Role-Playing,Rising Star Games,0.07,0.0,0.0,0.0,0.08,11.0,2.0,19.0,12.0,UMD PlayStation Store DVD CD
11610,Divinity II: Ego Draconis,PC,2009,Role-Playing,DTP Entertainment,0.01,0.05,0.0,0.01,0.08,18.0,161.0,16.7,12.0,DVD
11611,Disaster: Day of Crisis,Wii,2008,Action,Nintendo,0.0,0.03,0.04,0.0,0.08,16.0,170.0,16.0,16.0,DVD
11612,Scooby-Doo! Unmasked,XB,2005,Platform,THQ,0.06,0.02,0.0,0.0,0.08,13.0,19.0,17.1,3.0,DVD Nintendo Game Disc Cartouche
11613,Shovel Knight,PS4,2015,Platform,Yacht Club Games,0.03,0.03,0.0,0.01,0.08,11.0,4.0,18.3,3.0,PlayStation Store
11615,Driven,GC,2002,Racing,BAM! Entertainment,0.06,0.02,0.0,0.0,0.08,12.0,4.0,17.0,3.0,Cartouche Nintendo Game Disc DVD
11616,Dynasty Warriors 3,XB,2002,Action,THQ,0.06,0.02,0.0,0.0,0.08,15.0,66.0,16.3,12.0,DVD
11625,Backyard NBA Basketball,DS,2007,Sports,Atari,0.07,0.0,0.0,0.01,0.07,11.0,3.0,14.0,3.0,CD
11631,Myst,PS,1995,Adventure,Psygnosis,0.0,0.0,0.07,0.0,0.07,19.0,4.0,17.0,3.0,Online Disquette CD Cartouche UMD App Store
11632,Beat City,DS,2010,Misc,THQ,0.07,0.0,0.0,0.01,0.07,11.0,1.0,10.0,3.0,Cartouche
11637,Torchlight,PC,2009,Role-Playing,JoWood Productions,0.0,0.06,0.0,0.02,0.07,16.0,187.0,16.2,12.0,Online
11638,Winter Sports 2: The Next Challenge,X360,2008,Sports,RTL,0.06,0.01,0.0,0.01,0.07,12.0,1.0,17.0,3.0,DVD Cartouche
11647,Futurama,PS2,2003,Platform,SCi,0.04,0.03,0.0,0.01,0.07,9.0,22.0,12.9,12.0,DVD
11649,The History Channel: Battle for the Pacific,PS3,2008,Shooter,Activision,0.07,0.0,0.0,0.01,0.07,2.0,31.0,2.6,16.0,Blu-Ray
11658,Super Ghouls 'n Ghosts,GBA,2002,Platform,Capcom,0.05,0.02,0.0,0.0,0.07,12.0,4.0,15.3,12.0,DVD
11667,And1 Streetball,XB,2006,Action,Ubisoft,0.06,0.02,0.0,0.0,0.07,9.0,4.0,14.8,3.0,CD
11673,Warriors Orochi 3,PSV,2013,Action,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,13.0,28.0,16.7,12.0,New Game Media Blu-Ray DVD
11682,Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,0.0,0.01,0.06,0.0,0.07,12.0,132.0,13.8,12.0,Blu-Ray
11684,Winx Club,GBA,2005,Shooter,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,8.0,9.0,14.8,7.0,Cartouche
11685,Classic Road,PS,1995,Sports,Victor Interactive,0.0,0.0,0.07,0.0,0.07,13.0,5.0,16.8,12.0,Cartouche
11693,Bomberman Max 2: Red Advance,GBA,2002,Puzzle,Vivendi Games,0.05,0.02,0.0,0.0,0.07,12.0,3.0,16.3,3.0,Cartouche
11694,Resident Evil Zero,XOne,2016,Action,Capcom,0.05,0.02,0.0,0.01,0.07,15.0,168.0,17.2,18.0,DVD Nintendo Game Disc
11695,Tropico 5,X360,2014,Simulation,Kalypso Media,0.03,0.04,0.0,0.01,0.07,15.0,16.0,15.3,16.0,DVD Steam Blu-Ray
11697,Speed Zone,Wii,2009,Racing,Bethesda Softworks,0.01,0.05,0.0,0.01,0.07,7.0,7.0,12.0,7.0,DVD
11698,Tomb Raider: Legend,DS,2006,Action,Eidos Interactive,0.04,0.02,0.0,0.01,0.07,15.0,127.0,16.3,16.0,Blu-Ray
11699,Godai: Elemental Force,PS2,2002,Action,3DO,0.04,0.03,0.0,0.01,0.07,11.0,4.0,5.0,12.0,DVD
11701,Still Life,XB,2005,Adventure,Microids,0.05,0.02,0.0,0.0,0.07,15.0,8.0,16.3,18.0,CD DVD
11702,Big Mutha Truckers 2,XB,2005,Racing,Empire Interactive,0.05,0.02,0.0,0.0,0.07,10.0,2.0,12.5,12.0,DVD CD
11708,I-Ninja,XB,2003,Platform,Namco Bandai Games,0.05,0.02,0.0,0.0,0.07,14.0,4.0,19.3,3.0,CD Nintendo Game Disc DVD Cartouche
11709,Kengo: Legend of The 9,X360,2006,Fighting,Majesco Entertainment,0.06,0.01,0.0,0.01,0.07,11.0,2.0,10.0,18.0,DVD
11711,Kessen III,PS2,2004,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.07,15.0,24.0,17.1,12.0,DVD
11712,Harlem Globetrotters: World Tour,DS,2006,Sports,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.07,1.0,7.0,2.9,3.0,Cartouche
11714,The King of Fighters Collection: The Orochi Saga,PSP,2008,Fighting,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07,11.0,11.0,14.0,12.0,UMD
11717,Damage Inc.: Pacific Squadron WWII,X360,2012,Simulation,Mad Catz,0.07,0.0,0.0,0.01,0.07,13.0,5.0,14.0,12.0,Blu-Ray DVD
11718,Cartoon Network: Punch Time Explosion XL,X360,2011,Fighting,Crave Entertainment,0.07,0.0,0.0,0.0,0.07,8.0,9.0,14.2,12.0,Blu-Ray DVD
11719,Wrath Unleashed,PS2,2004,Strategy,LucasArts,0.04,0.03,0.0,0.01,0.07,11.0,5.0,16.4,12.0,DVD
11722,Commandos 2: Men of Courage,XB,2002,Strategy,Eidos Interactive,0.05,0.02,0.0,0.0,0.07,17.0,137.0,18.2,12.0,DVD GDROM CD
11723,NOëL: La Neige,PS,1998,Adventure,Pioneer LDC,0.0,0.0,0.07,0.0,0.07,9.0,8.0,15.0,7.0,Cartouche
11729,Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07,11.0,2.0,15.0,16.0,Blu-Ray
11733,G Darius,PS,1997,Shooter,THQ,0.04,0.03,0.0,0.0,0.07,11.0,9.0,17.3,3.0,CD
11735,The Wolf Among Us,XOne,2014,Adventure,Telltale Games,0.05,0.02,0.0,0.01,0.07,11.0,60.0,18.2,16.0,App Store PlayStation Store Xbox Live Arcade Online Blu-Ray
11743,Backyard Hockey,DS,2007,Sports,Atari,0.07,0.0,0.0,0.01,0.07,11.0,2.0,10.0,3.0,Cartouche
11746,Digimon World Championship,DS,2008,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,11.0,3.0,17.7,3.0,Cartouche
11752,Discovery Kids: Parrot Pals,DS,2009,Simulation,505 Games,0.07,0.0,0.0,0.0,0.07,11.0,1.0,10.0,3.0,Cartouche
11755,Tak: The Great Juju Challenge,XB,2005,Platform,THQ,0.05,0.02,0.0,0.0,0.07,13.0,3.0,14.0,3.0,PlayStation Store DVD Nintendo Game Disc Cartouche
11768,Dark Souls,PC,2012,Role-Playing,Namco Bandai Games,0.0,0.06,0.0,0.01,0.07,18.0,403.0,15.3,16.0,DVD
11771,Circus Maximus: Chariot Wars,XB,2002,Racing,THQ,0.05,0.02,0.0,0.0,0.07,15.0,4.0,13.8,12.0,DVD CD
11776,Fantasia: Music Evolved,X360,2014,Misc,Disney Interactive Studios,0.05,0.01,0.0,0.01,0.07,17.0,11.0,18.0,3.0,Blu-Ray DVD
11779,Serious Sam: Next Encounter,PS2,2004,Shooter,Global Star,0.04,0.03,0.0,0.01,0.07,6.0,6.0,10.3,12.0,Cartouche
11780,Speed,Wii,2010,Racing,Unknown,0.04,0.02,0.0,0.01,0.07,3.0,8.0,7.6,7.0,DVD
11783,Tom Clancy's Ghost Recon 2,GC,2005,Shooter,Ubisoft,0.06,0.01,0.0,0.0,0.07,17.0,2.0,18.5,12.0,PlayStation Store DVD Nintendo Game Disc
11795,All-Star Baseball 2004,GBA,2003,Sports,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07,11.0,0.0,15.0,3.0,Cartouche
11797,Tom Clancy's Splinter Cell: Chaos Theory,DS,2005,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07,12.0,34.0,16.1,18.0,Blu-Ray
11799,"Flower, Sun, and Rain",DS,2008,Adventure,Rising Star Games,0.07,0.0,0.0,0.01,0.07,14.0,11.0,13.9,12.0,Cartouche
11800,James Cameron's Dark Angel,XB,2002,Action,Vivendi Games,0.05,0.02,0.0,0.0,0.07,10.0,4.0,13.3,12.0,DVD
11805,Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,2007,Racing,Midway Games,0.03,0.03,0.0,0.01,0.07,5.0,3.0,3.0,16.0,DVD
11807,Operation Flashpoint: Red River,PC,2011,Shooter,Codemasters,0.01,0.04,0.0,0.01,0.07,13.0,52.0,13.4,18.0,DVD
11808,F.E.A.R. 2: Project Origin,PC,2009,Shooter,Warner Bros. Interactive Entertainment,0.01,0.05,0.0,0.01,0.07,16.0,23.0,13.8,18.0,Online
11813,Make 10: A Journey of Numbers,DS,2007,Puzzle,Nintendo,0.0,0.0,0.07,0.0,0.07,15.0,6.0,15.0,3.0,Cartouche
11820,Haunting Ground,PS2,2005,Action,Capcom,0.03,0.03,0.0,0.01,0.07,15.0,58.0,16.8,16.0,DVD
11822,Vampire Knight DS,DS,2009,Adventure,D3Publisher,0.0,0.0,0.07,0.0,0.07,16.0,26.0,17.3,12.0,Cartouche
11823,Disney Sports Skateboarding,GBA,2002,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,7.0,2.0,1.0,3.0,Cartouche
11827,The Wolf Among Us,PSV,2014,Adventure,Telltale Games,0.05,0.0,0.0,0.02,0.07,11.0,60.0,18.2,16.0,App Store PlayStation Store Xbox Live Arcade Online Blu-Ray
11831,Damnation,X360,2009,Shooter,Codemasters,0.06,0.01,0.0,0.01,0.07,8.0,17.0,10.4,18.0,Blu-Ray DVD
11834,Fable: The Lost Chapters,PC,2005,Role-Playing,Microsoft Game Studios,0.01,0.05,0.0,0.01,0.07,16.0,472.0,17.7,16.0,DVD
11835,Loons: The Fight For Fame,XB,2002,Action,Atari,0.05,0.02,0.0,0.0,0.07,10.0,1.0,2.0,3.0,DVD
11837,Second Sight,XB,2004,Adventure,Codemasters,0.05,0.02,0.0,0.0,0.07,16.0,42.0,17.3,16.0,DVD Nintendo Game Disc
11838,Metal Gear Solid,GB,2000,Action,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,18.0,177.0,17.5,3.0,PlayStation Store CD Nintendo Game Disc
11841,Ecco: The Tides of Time,GEN,1993,Adventure,Sega,0.0,0.0,0.07,0.0,0.07,18.0,2.0,19.0,3.0,CD Cartouche Console Virtuelle
11842,Showtime Championship Boxing,Wii,2007,Fighting,Zoo Digital Publishing,0.06,0.0,0.0,0.01,0.07,7.0,3.0,4.0,12.0,DVD
11845,Football Manager 2010,PC,2009,Sports,Sega,0.0,0.06,0.0,0.01,0.07,18.0,130.0,17.5,3.0,DVD
11846,Dave Mirra BMX Challenge,Wii,2007,Sports,505 Games,0.06,0.0,0.0,0.01,0.07,6.0,4.0,8.8,7.0,DVD
11851,Bionicle Heroes,X360,2006,Shooter,Eidos Interactive,0.05,0.01,0.0,0.01,0.07,12.0,15.0,15.7,7.0,DVD Nintendo Game Disc Cartouche
11853,Inversion,PS3,2012,Shooter,Namco Bandai Games,0.03,0.03,0.0,0.01,0.07,10.0,38.0,13.5,18.0,Blu-Ray
11854,Silent Hill: Origins,PS2,2008,Action,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,16.0,42.0,14.8,18.0,DVD
11855,Blast Radius,PS,1998,Action,Psygnosis,0.04,0.03,0.0,0.0,0.07,11.0,1.0,15.0,3.0,CD
11857,ESPN National Hockey Night,PS2,2001,Sports,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,11.0,0.0,15.0,3.0,CD
11860,Yamaha Supercross,Wii,2009,Racing,Zoo Digital Publishing,0.05,0.01,0.0,0.01,0.07,4.0,6.0,7.8,3.0,DVD
11862,Microsoft Flight Simulator 2004: A Century of Flight,PC,2003,Simulation,Microsoft Game Studios,0.0,0.06,0.0,0.01,0.07,18.0,75.0,17.5,3.0,CD
11863,Taz Wanted,XB,2002,Platform,Atari,0.05,0.02,0.0,0.0,0.07,11.0,22.0,16.5,3.0,CD DVD Nintendo Game Disc
11867,Emergency 2012,PC,2010,Simulation,Deep Silver,0.01,0.04,0.0,0.01,0.07,11.0,18.0,11.3,16.0,DVD
11871,Aero Gauge,N64,1997,Racing,ASCII Entertainment,0.06,0.01,0.0,0.0,0.07,11.0,3.0,12.0,3.0,Cartouche
11874,Shadowgate 64: Trials of the Four Towers,N64,1999,Adventure,Kemco,0.06,0.01,0.0,0.0,0.07,11.0,2.0,11.5,3.0,Cartouche
11878,MLB Front Office Manager,X360,2009,Sports,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,11.0,0.0,15.0,3.0,Blu-Ray DVD
11879,Samurai Warriors,XB,2004,Action,Tecmo Koei,0.05,0.02,0.0,0.0,0.07,13.0,21.0,16.2,12.0,DVD
11884,Ant Nation,DS,2009,Simulation,Konami Digital Entertainment,0.06,0.01,0.0,0.01,0.07,11.0,2.0,12.0,7.0,Cartouche
11889,NHL 2K9,Wii,2008,Sports,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,11.0,8.0,14.4,16.0,DVD
11892,Ultimate Marvel vs. Capcom 3,X360,2011,Fighting,Capcom,0.0,0.03,0.04,0.0,0.07,17.0,73.0,16.6,12.0,New Game Media PlayStation Store Blu-Ray DVD
11895,Tecmo's Deception,PS,1996,Role-Playing,Sunsoft,0.04,0.03,0.0,0.0,0.07,12.0,6.0,16.3,16.0,New Game Media Blu-Ray
11904,Heavenly Guardian,Wii,2007,Shooter,505 Games,0.06,0.0,0.0,0.0,0.07,11.0,0.0,15.0,3.0,DVD
11907,Crimson Sea 2,PS2,2004,Action,Tecmo Koei,0.03,0.03,0.0,0.01,0.07,14.0,4.0,16.8,12.0,DVD
11908,The Legend of Heroes: Trails in the Sky First Chapter,PSV,2015,Role-Playing,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,17.0,6.0,18.0,12.0,UMD Online
11915,Alpha and Omega,DS,2010,Action,Unknown,0.06,0.0,0.0,0.0,0.07,11.0,1.0,20.0,3.0,Cartouche
11918,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GC,2005,Platform,Ubisoft,0.05,0.01,0.0,0.0,0.07,12.0,1.0,20.0,3.0,Nintendo Game Disc Cartouche DVD PlayStation Store
11921,Circuit Breakers,PS,1998,Racing,Mindscape,0.04,0.03,0.0,0.0,0.07,11.0,1.0,17.0,3.0,CD
11923,Catwoman,GC,2004,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07,7.0,5.0,16.0,3.0,DVD Nintendo Game Disc Cartouche CD
11924,Colosseum: Road to Freedom,PS2,2005,Role-Playing,Tecmo Koei,0.03,0.03,0.0,0.01,0.07,12.0,15.0,16.5,16.0,DVD
11925,Ultimate Board Game Collection,PSP,2007,Misc,Xplosiv,0.06,0.0,0.0,0.01,0.07,11.0,3.0,13.7,3.0,UMD
11926,Target: Terror,Wii,2008,Shooter,Konami Digital Entertainment,0.06,0.0,0.0,0.01,0.07,10.0,3.0,9.7,18.0,UMD
11929,Sprint Cars: Road to Knoxville,PS2,2005,Racing,THQ,0.03,0.03,0.0,0.01,0.07,11.0,1.0,5.0,3.0,DVD
11930,Shrek's Carnival Craze Party Games,PS2,2008,Misc,Activision,0.03,0.03,0.0,0.01,0.07,5.0,2.0,15.0,3.0,DVD
11934,Enemy Front,PS3,2014,Shooter,City Interactive,0.01,0.05,0.0,0.01,0.07,5.0,19.0,8.5,18.0,Blu-Ray
11937,Spartan: Total Warrior,GC,2005,Action,Sega,0.05,0.01,0.0,0.0,0.07,14.0,61.0,17.4,18.0,Nintendo Game Disc DVD
11962,Jackass the Game DS,DS,2008,Action,Empire Interactive,0.06,0.0,0.0,0.01,0.07,6.0,16.0,11.8,16.0,Cartouche
11964,Toy Soldiers: War Chest,PS4,2015,Action,Ubisoft,0.06,0.0,0.0,0.01,0.07,11.0,1.0,16.0,16.0,PlayStation Store
11971,Dynasty Warriors DS: Fighter's Battle,DS,2007,Action,Tecmo Koei,0.04,0.0,0.03,0.0,0.07,6.0,9.0,12.1,12.0,Cartouche
11975,Lifeline,PS2,2003,Adventure,Sony Computer Entertainment,0.03,0.03,0.0,0.01,0.07,17.0,5.0,16.6,9.0,App Store Google Play
11976,Dragon Valor,PS,1999,Role-Playing,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,13.0,7.0,15.3,3.0,CD
11978,NHL 2005,GC,2004,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.07,15.0,16.0,18.8,3.0,DVD Nintendo Game Disc CD
11979,Midway Arcade Treasures 3,GC,2005,Misc,Midway Games,0.05,0.01,0.0,0.0,0.07,8.0,1.0,13.0,12.0,Nintendo Game Disc DVD CD
11980,Moshi Monsters: Katsuma Unleashed,3DS,2013,Action,Activision,0.03,0.04,0.0,0.0,0.07,11.0,0.0,15.0,3.0,Cartouche
11981,Firefighter F.D.18,PS2,2004,Action,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,14.0,11.0,15.2,12.0,DVD
11986,Family Trainer: Treasure Adventure,Wii,2010,Sports,Namco Bandai Games,0.0,0.06,0.0,0.01,0.07,14.0,2.0,9.0,7.0,DVD
11987,GRID 2,PC,2013,Racing,Codemasters,0.0,0.06,0.0,0.01,0.07,16.0,218.0,12.1,7.0,DVD
11996,Army Men: RTS,GC,2004,Strategy,Global Star,0.05,0.01,0.0,0.0,0.07,13.0,1.0,16.0,3.0,CD DVD Nintendo Game Disc
11999,Dragoneer's Aria,PSP,2007,Role-Playing,Tecmo Koei,0.02,0.0,0.05,0.0,0.07,9.0,9.0,14.6,12.0,UMD
12005,Sega Soccer Slam,GC,2002,Sports,Sega,0.05,0.01,0.0,0.0,0.07,15.0,30.0,16.8,3.0,Xbox Originals DVD Nintendo Game Disc CD
12006,Obscure,PS2,2004,Adventure,Microids,0.03,0.03,0.0,0.01,0.07,16.0,91.0,16.5,12.0,DVD
12009,Mario Tennis,Wii,2010,Sports,Nintendo,0.0,0.06,0.0,0.01,0.07,17.0,41.0,17.5,3.0,Cartouche
12010,Cartoon Network: Punch Time Explosion XL,PS3,2011,Fighting,Crave Entertainment,0.06,0.0,0.0,0.0,0.07,8.0,9.0,14.2,12.0,Blu-Ray
12012,Lost in Blue 2,DS,2007,Adventure,Konami Digital Entertainment,0.01,0.01,0.05,0.0,0.07,13.0,46.0,14.8,7.0,Cartouche
12016,Deep Labyrinth,DS,2006,Action,505 Games,0.06,0.0,0.0,0.0,0.07,12.0,9.0,15.3,7.0,Cartouche
12020,Hammerin' Hero,PSP,2008,Action,Irem Software Engineering,0.06,0.0,0.0,0.01,0.07,11.0,3.0,11.0,7.0,UMD
12022,Spawn: Armageddon,GC,2003,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07,11.0,8.0,15.8,16.0,Cartouche DVD Nintendo Game Disc
12023,God Hand,PS2,2006,Action,Capcom,0.0,0.0,0.07,0.0,0.07,14.0,57.0,16.3,12.0,DVD
12029,Fatal Fury: Battle Archives Volume 2,PS2,2007,Fighting,SNK Playmore,0.03,0.03,0.0,0.01,0.07,8.0,7.0,12.1,12.0,DVD
12030,Jurassic Park: Operation Genesis,XB,2003,Simulation,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,14.0,41.0,17.2,12.0,CD
12032,Freddi Fish: Kelp Seed Mystery,Wii,2008,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,11.0,2.0,13.5,3.0,DVD
12036,James Bond 007: Blood Stone,DS,2010,Shooter,Activision,0.05,0.01,0.0,0.0,0.07,8.0,10.0,9.0,16.0,Cartouche
12039,Future Tactics: The Uprising,PS2,2004,Strategy,Crave Entertainment,0.03,0.03,0.0,0.01,0.07,8.0,2.0,7.5,3.0,DVD
12040,Driver: Parallel Lines,XB,2006,Racing,Atari,0.05,0.01,0.0,0.0,0.07,14.0,49.0,14.8,18.0,UMD
12041,Cities XL 2012,PC,2011,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07,15.0,83.0,11.9,7.0,DVD
12048,Batman: Rise of Sin Tzu,GBA,2003,Action,Ubisoft,0.05,0.02,0.0,0.0,0.07,11.0,1.0,6.0,3.0,Cartouche
12051,World Racing,XB,2003,Racing,TDK Mediactive,0.05,0.01,0.0,0.0,0.07,15.0,7.0,16.4,3.0,CD DVD Nintendo Game Disc
12054,Disney's Party,GBA,2003,Misc,Hudson Entertainment,0.05,0.02,0.0,0.0,0.07,4.0,2.0,0.5,3.0,Cartouche
12063,Age of Empires III: The Asian Dynasties,PC,2007,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.07,14.0,121.0,16.1,12.0,DVD
12075,Army Men: Green Rogue,PS,2001,Action,3DO,0.04,0.02,0.0,0.0,0.07,11.0,2.0,14.5,3.0,CD DVD
12078,Sly 2: Band of Thieves,PS3,2010,Platform,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,18.0,303.0,18.2,7.0,Blu-Ray
12080,Armored Core: Nine Breaker,PS2,2004,Simulation,505 Games,0.03,0.03,0.0,0.01,0.07,12.0,4.0,17.8,12.0,DVD
12083,Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,Idea Factory International,0.02,0.0,0.05,0.0,0.07,11.0,1.0,18.0,12.0,Blu-Ray
12085,Worms 3D,GC,2003,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,14.0,1.0,17.0,3.0,CD Nintendo Game Disc DVD
12088,Tokobot,PSP,2005,Platform,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,14.0,6.0,15.3,7.0,UMD
12089,TRON: Evolution,PC,2010,Action,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.07,10.0,8.0,13.3,12.0,DVD
12091,The Guided Fate Paradox,PS3,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,0.06,0.0,0.07,15.0,10.0,14.0,12.0,Blu-Ray
12097,MotorStorm RC,PSV,2012,Racing,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,14.0,61.0,14.7,3.0,PlayStation Store
12099,Fallout: Brotherhood of Steel,PS2,2004,Role-Playing,Avalon Interactive,0.03,0.03,0.0,0.01,0.07,14.0,19.0,15.3,16.0,DVD
12100,Touch 'N' Play Collection,DS,2010,Misc,O-Games,0.04,0.02,0.0,0.01,0.07,6.0,1.0,15.0,12.0,Cartouche
12102,One Piece: Unlimited World Red,WiiU,2014,Action,Namco Bandai Games,0.0,0.04,0.02,0.0,0.07,16.0,18.0,17.4,12.0,iDensity
12113,Pro Evolution Soccer 2015,PC,2014,Sports,Konami Digital Entertainment,0.0,0.06,0.0,0.01,0.07,16.0,78.0,13.6,3.0,Online Blu-Ray
12116,Full Spectrum Warrior: Ten Hammers,PS2,2006,Strategy,THQ,0.03,0.02,0.0,0.01,0.07,15.0,1.0,19.0,18.0,CD
12122,"Warhammer 40,000: Squad Command",DS,2007,Strategy,THQ,0.05,0.01,0.0,0.01,0.07,13.0,21.0,15.4,12.0,Cartouche
12127,NHL Hitz Pro,XB,2003,Sports,Midway Games,0.05,0.01,0.0,0.0,0.07,14.0,2.0,18.5,12.0,CD DVD Nintendo Game Disc
12130,Jewel Quest IV: Heritage,DS,2011,Puzzle,iWin,0.0,0.05,0.0,0.01,0.06,12.0,2.0,17.0,3.0,Cartouche
12132,Hot Wheels: Burnin' Rubber,GBA,2001,Racing,THQ,0.05,0.02,0.0,0.0,0.06,13.0,2.0,5.5,3.0,Cartouche
12139,187: Ride or Die,XB,2005,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06,11.0,7.0,15.1,16.0,UMD
12150,The LEGO Movie Videogame,PC,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.01,0.06,13.0,15.0,13.7,7.0,DVD
12152,World Poker Tour,XB,2005,Misc,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,14.0,1.0,17.0,18.0,UMD DVD Cartouche CD
12153,Pirates: The Legend of Black Kat,XB,2002,Adventure,Electronic Arts,0.05,0.01,0.0,0.0,0.06,14.0,17.0,15.9,12.0,DVD
12158,Kanon,DC,2000,Adventure,NEC Interchannel,0.0,0.0,0.06,0.0,0.06,11.0,3.0,18.3,18.0,UMD App Store Google Play CD GDROM
12159,NanoBreaker,PS2,2005,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,11.0,8.0,13.1,12.0,DVD
12160,Bionicle,XB,2003,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.06,13.0,8.0,13.8,3.0,CD Cartouche Nintendo Game Disc DVD
12165,BMX XXX,GC,2002,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,14.0,4.0,16.0,16.0,Nintendo Game Disc DVD
12167,Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003,Action,Capcom,0.05,0.02,0.0,0.0,0.06,14.0,2.0,13.0,3.0,Cartouche
12168,Aggressive Inline,XB,2002,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,16.0,7.0,17.3,3.0,Cartouche DVD Nintendo Game Disc
12171,Frogger: Helmet Chaos,DS,2005,Platform,Konami Digital Entertainment,0.06,0.0,0.0,0.0,0.06,13.0,1.0,3.0,3.0,Cartouche
12180,Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,Tecmo Koei,0.03,0.01,0.02,0.0,0.06,10.0,100.0,15.1,18.0,DVD Blu-Ray iDensity
12192,Rugby 15,PSV,2015,Sports,Bigben Interactive,0.0,0.05,0.0,0.01,0.06,7.0,1.0,20.0,3.0,Blu-Ray New Game Media DVD
12195,Fast Food Panic,Wii,2009,Simulation,Nobilis,0.06,0.0,0.0,0.0,0.06,11.0,7.0,14.6,3.0,DVD
12205,F1 2001,XB,2001,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,17.0,20.0,17.6,3.0,CD
12215,Bomberman Land,PSP,2007,Misc,Hudson Entertainment,0.06,0.0,0.0,0.01,0.06,13.0,9.0,12.6,3.0,UMD
12217,Cel Damage,GC,2002,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,14.0,10.0,18.2,3.0,Nintendo Game Disc PlayStation Store DVD
12218,Lego Batman 3: Beyond Gotham,PC,2014,Action,Warner Bros. Interactive Entertainment,0.0,0.06,0.0,0.01,0.06,15.0,5.0,15.2,7.0,DVD Online
12229,Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft,0.05,0.02,0.0,0.0,0.06,12.0,34.0,16.1,18.0,Blu-Ray
12230,The King of Route 66,PS2,2003,Racing,Sega,0.03,0.02,0.0,0.01,0.06,13.0,3.0,14.0,12.0,DVD
12234,Star Wars Knights of the Old Republic II: The Sith Lords,PC,2005,Role-Playing,LucasArts,0.01,0.04,0.0,0.01,0.06,15.0,262.0,16.4,12.0,CD
12246,Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.06,17.0,291.0,14.1,12.0,Online
12247,Alien Syndrome,Wii,2007,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06,9.0,8.0,6.4,12.0,DVD
12252,Mystic Heroes,PS2,2002,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,13.0,8.0,15.0,12.0,DVD
