,Name,Platform,summary,meta_score,user_review,year,Rank,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5054,Naughty Bear,X360,Naughty Bear tells the tale of one demented teddy bear's ruthless efforts to torment and harass the inhabitants of the Island of Perfection.,43,5.8,2010,4760,Action,505 Games,0.21,0.16,0.0,0.04,0.41
5055,Naughty Bear,X360,Naughty Bear tells the tale of one demented teddy bear's ruthless efforts to torment and harass the inhabitants of the Island of Perfection.,43,5.6,2010,4760,Action,505 Games,0.21,0.16,0.0,0.04,0.41
5056,Clash of the Titans,X360,"Set in the timeless grandeur of Greek mythology, Clash of the Titans immerses players into the epic battle for dominance between the human race and the powerful gods Hades and Zeus. Through vast landscapes of swamps, mountains and the underworld, two modes of play let players embody Perseus’ adventure from the film, or take on original new bosses in fresh, dynamic adaptations of one of the greatest mythological stories ever told. This action-adventure game play arms players with an ever-changing arsenal of weapons and powers. Players can journey solo or team up with friends to complete quests as they encounter a roster of legendary villains including Medusa and the sea monster known as The Kraken. [Namco Bandai Games]",42,4.0,2010,8493,Action,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16
5057,MX vs. ATV Supercross Encore,PS4,"Rip, jump and scrub your way to victory with over 35 tracks in this vastly extended version. Only the Encore edition features the brand new Rhythm Racing mode, extra outdoor Nationals tracks, and exclusive Waypoint races in open world maps.",42,4.2,2015,12784,Sports,Nordic Games,0.0,0.05,0.0,0.01,0.06
5058,TMNT,DS,"Based on the all-new CGI TMNT movie, Ubisoft's TMNT video game takes place in New York City, a city plagued with fast-moving shadows and attacks from strange creatures. Could the wealthy and mysterious Max Winters be involved? New York City needs the Turtles now more than ever but they face their most trying time both as heroes and as brothers. With the fate of the City and their family at stake, it's up to Leonardo with Zen Master Splinter to restore unity and ninja discipline to the Turtles. In this highly immersive experience, join the Ninja Turtles team and experience intense acrobatic navigation, collaborative combat and powerful fighting moves. Engage in over-the-top Ninja action to reunite the Turtles and save New York City. Leonardo, Raphael, Donatello and Michelangelo are playable, each with unique acrobatic moves, weapons and combat skills, such as Michelangelo’s fast nunchuk face slap and Raphael’s powerful Sai throw. [Ubisoft]",42,3.6,2007,13364,Action,Ubisoft,0.03,0.01,0.0,0.0,0.05
5059,Winter Sports 2: The Next Challenge,X360,"WINTER SPORTS 2 is an arcade-oriented 3D simulation of only the most popular winter sports. The player is placed at the center of high level sporting events broadcast live around the world. The excitement of this major international competition is portrayed authentically with commentators, TVTV cameras and immersive environments. 9 Sports with 15 different disciplines. New Snowboard half pipe contest. 13 all new levels and arenas + 19 classic levels. Campaign with 42 extra challenges across all disciplines. Multiplayer party fun: ’Hot Seat’ (4 players), split screen (2 players). [Conspiracy Entertainment]",41,tbd,2008,11749,Sports,RTL,0.06,0.01,0.0,0.01,0.07
5060,Iron Man 2,X360,"Packed with favorites from the movie and comic book worlds, Iron Man 2: The Video Game offers gamers a chance to choose between Iron Man and War Machine, as they battle through hugely destructible indoor and outdoor environments. Tony and Rhodey both come equipped with their own distinct assortments of fully customizable, earth-shattering weapons, as well as vicious melee combat moves, all of which will come in handy against the likes of Crimson Dynamo and other classic Marvel foes. [Sega]",41,5.8,2010,6284,Action,Sega,0.15,0.1,0.0,0.03,0.27
5061,The Golden Compass,PS3,"The Golden Compass follows the screenplay adaptation of the first book in the acclaimed trilogy, capturing the fantasy adventure set in a parallel world where giant armored bears rule a kingdom, beautiful witches fly through the frozen skies, and human beings' deepest essence is manifest as talking animals that remain their faithful companion for life – their daemon. Players can assume the role of Lyra, a young girl, along with her daemon Pantalaimon (Pan), as she journeys through the frozen wastes of the North to rescue a friend kidnapped by a mysterious organization known as The Gobblers and winds up on an epic quest to save not only her world, but ours as well. Gamers can also take on the character of Iorek Byrnison, a great armoured polar bear who joins the quest. As Lyra, players use their daemon and collaborate with in-game characters, collecting special items in order to explore, evade, and deceive their way through confrontations with the Gobblers, the Magisterium, and the horribly dangerous spy fly to find her friend. They can also do battle as Iorek with special attacks and a riding mechanic as he protects Lyra during the journey. Gamers can unlock secrets and mini-games using a mysterious, truth-telling golden compass device called an alethiometer. Players can explore 13 vast locations, including all-new breath-taking environments not seen in the film, on this massive journey of collaboration, exploration and the eternal struggle between good and evil. [Sega]",41,4.3,2007,6104,Action,Sega,0.14,0.1,0.0,0.05,0.29
5062,The Golden Compass,PS3,"The Golden Compass follows the screenplay adaptation of the first book in the acclaimed trilogy, capturing the fantasy adventure set in a parallel world where giant armored bears rule a kingdom, beautiful witches fly through the frozen skies, and human beings' deepest essence is manifest as talking animals that remain their faithful companion for life – their daemon. Players can assume the role of Lyra, a young girl, along with her daemon Pantalaimon (Pan), as she journeys through the frozen wastes of the North to rescue a friend kidnapped by a mysterious organization known as The Gobblers and winds up on an epic quest to save not only her world, but ours as well. Gamers can also take on the character of Iorek Byrnison, a great armoured polar bear who joins the quest. As Lyra, players use their daemon and collaborate with in-game characters, collecting special items in order to explore, evade, and deceive their way through confrontations with the Gobblers, the Magisterium, and the horribly dangerous spy fly to find her friend. They can also do battle as Iorek with special attacks and a riding mechanic as he protects Lyra during the journey. Gamers can unlock secrets and mini-games using a mysterious, truth-telling golden compass device called an alethiometer. Players can explore 13 vast locations, including all-new breath-taking environments not seen in the film, on this massive journey of collaboration, exploration and the eternal struggle between good and evil. [Sega]",40,4.8,2007,6104,Action,Sega,0.14,0.1,0.0,0.05,0.29
5063,The Polar Express,GBA,"In this adventure based on the Polar Express movie, you'll take a magical ride through eight chapters. A mysterious conductor shepherds you aboard a train to meet Santa Claus at the North Pole. Along the way, you'll meet all your favorite characters from the film, including the Girl Know-it-All, Lonely Boy, the Hobo, Smokey & Steamer, and the Elves. Experience minigames, solve puzzles, and search for lost presents as you explore expansive environments.",40,4.7,2004,7848,Adventure,THQ,0.14,0.05,0.0,0.0,0.19
5064,ShellShock 2: Blood Trails,X360,"ShellShock 2: Blood Trails is a violent, first-person, survival horror game set against the backdrop of the Vietnam War. Gameplay centers on the use of psychological horror and fear, relying on the power of suggestion, mood, tension and foreshadowing - implying the notion of danger, potential danger, imminent danger, and horrifying acts that have or are implied to have occurred or will come to pass. On course for war torn Vietnam, a plane carrying a top-secret cargo known only as Whiteknight is lost over the uncharted jungles of Cambodia. The special ops squad sent in to retrieve it disappear wtihout trace. Until, a month later, one of them walks out. Something in the darkness has driven him insane... Something from the darkness has followed him out. [Eidos Interactive]",40,5.3,2009,11171,Shooter,Eidos Interactive,0.05,0.03,0.0,0.01,0.09
5065,ShellShock 2: Blood Trails,X360,"ShellShock 2: Blood Trails is a violent, first-person, survival horror game set against the backdrop of the Vietnam War. Gameplay centers on the use of psychological horror and fear, relying on the power of suggestion, mood, tension and foreshadowing - implying the notion of danger, potential danger, imminent danger, and horrifying acts that have or are implied to have occurred or will come to pass. On course for war torn Vietnam, a plane carrying a top-secret cargo known only as Whiteknight is lost over the uncharted jungles of Cambodia. The special ops squad sent in to retrieve it disappear wtihout trace. Until, a month later, one of them walks out. Something in the darkness has driven him insane... Something from the darkness has followed him out. [Eidos Interactive]",30,5.7,2009,11171,Shooter,Eidos Interactive,0.05,0.03,0.0,0.01,0.09
5066,Blood Drive,X360,"In Blood Drive, contestants must use their motorized death steeds of steel in a televised game show where drivers battle each other and hordes of revolting flesh eaters in an all-out fight to the death. Face undead frat boys, cops, strippers and bachelorette partiers, each with their own special brand of death and devastation - and ways to die! While these rotting monsters wander the streets of a desert sin city craving sweet, succulent brains, your enemies have come equipped battle hardened armed vehicles, including heavily weaponized muscle cars, hot rods, and more. Amidst this gore-drenched mayhem contestants must use their head or lose it!",40,6.1,2010,10076,Racing,Activision,0.09,0.01,0.0,0.01,0.11
5067,Prison Break: The Conspiracy,PS3,"Prison Break - The Conspiracy takes you inside the Prison Break world like never before. You are Tom Paxton, a Company agent sent inside Fox River Penitentiary to observe and report on a prisoner named Michael Scofield... What you will find will change your Prison Break experience forever. [Deep Silver]",40,4.8,2010,6477,Action,Deep Silver,0.05,0.16,0.0,0.05,0.26
5068,Thor: God of Thunder,PS3,"Thor: The Video Game will take players through a spectacular, epic-scale original third-person adventure for which Matt Fraction, the Eisner Award-winning writer and lead Thor comic book author served as story consultant. In the game, Thor battles through the numerous worlds of Norse mythology that span realms ranging from primal worlds of fire and ice to extraordinary planets inhabited by Frost Giants and Trolls to save Asgard, the capital city of the Norse Gods. Thor must overcome monstrous foes lifted from the pages of the comics including Ulik, Ymir, and Surtur, as well as other monstrous denizens. Players will wield the iconic Mjolnir, Thor’s legendary hammer, to fight enemies on an immense scale while controlling the elemental storm powers of lightning, thunder, and wind to vanquish enemies. As Thor earns Valor points through his exploits, players can acquire new abilities, powers, and weapon upgrades.",39,4.5,2011,8806,Action,Sega,0.07,0.06,0.0,0.02,0.15
5069,Raven Squad: Operation Hidden Dagger,PC,"Raven Squad puts players in control of two groups of mercenary squads who crash land behind enemy lines in the Amazonian jungles. It requires tactical planning and a liberal amount of brute force to escape to safety. Each of the eight squad members possesses distinctive skills and weaponry that the player has to use wisely to progress through the game's story driven objectives. Raven Squad sets itself apart by allowing players to switch freely between real-time strategy and first-person shooter gameplay. Only by mastering both of these modes of play, and becoming adept at switching between the two, can players make it out of the jungle alive. [SouthPeak Games]",39,3.1,2009,16163,Shooter,Evolved Games,0.01,0.0,0.0,0.0,0.01
5070,Tony Hawk's Pro Skater 5,X360,"THPS 5 offers a new take on combo-driven skateboarding, the most advanced Pro Skater online multiplayer experience in a Tony Hawk game, and a state-of-the-art skatepark builder. Ride, build, and repeat.",39,2.1,2015,12144,Sports,Activision,0.06,0.0,0.0,0.01,0.07
5071,Driven,PS2,"Based on the Sylvester Stallone film, Driven features eight teams, 12 drivers each with distinct personalities and driving styles. Surrounded by fast cars, fame, money, and women, drive as Jimmy Bly and Joe Tanto of 'Team Spirit'. Pitted against their archrivals, Beau Brandenburg and Max Manley, gamers will fight for survival. [bam! Entertainment]",38,3.0,2001,8726,Racing,BAM! Entertainment,0.08,0.06,0.0,0.02,0.15
5072,Pimp My Ride,X360,"Enter Pimp City, where bling is king, and style is everything. On these streets, if your car isn't fully pimped out, you'd be better off walking. You and Xzibit will take on the challenge of hooking up your homies, and transforming their hoopties, buckets and beaters into the hottest whips on the street, while redlining through the highways and alleyways of Pimp City. You choose the mods, you choose the route, but pimpin' ain't easy. It will take speed and style to hook them up. Do you have what it takes to Pimp Their Ride? Xzibit will guide you through every stage of the pimping process - true Xzibit hilarity with lines and voice recording from Xzibit himself. Authentic people, broken rides - each mission will feature a person who truly needs their ride (and their life) pimped. Outrageous car modifications not for your typical car. Intense redline street racing through the city's 'hoods to create the most pimped out ride. New School meets Old School - an MTV generation focus in delivery of art, music and sound, featuring Zxibit's latest hip-hop tracks, and retro whips in need of modern bling. 5 unique boroughs , all free roam envorinments for the ultimate combination of racing and pimping. 16 vehicles in all - one for each of the 15 ""customers"" plus Xzibit's own high-rolling feature ride. Over 15 suppliers per borough and 100s of parts, from tires and rims to bumpin' subwofer systems and high-def display panels. So many parts, so many combinations, so much replayability. [Activision]",38,3.8,2006,10252,Racing,Activision,0.1,0.01,0.0,0.01,0.11
5073,Vampire Rain,X360,"You are a part of a Special Forces team tasked with removing the Nightwalkers in all their gore and supernatural strength before they overrun the world – and before the public finds out about them. Features powerful, wicked fast Nightwalkers. Utilize weapons, strategy and even the environment (Rain weakens Nightwalker power). Mix it up; missions have a beginning and end – you decide everything in the middle. Dark, intense, eerie world expands as you play.",38,3.1,2007,7430,Action,Microsoft Game Studios,0.18,0.0,0.01,0.01,0.21
5074,Thor: God of Thunder,X360,"Thor: The Video Game will take players through a spectacular, epic-scale original third-person adventure for which Matt Fraction, the Eisner Award-winning writer and lead Thor comic book author served as story consultant. In the game, Thor battles through the numerous worlds of Norse mythology that span realms ranging from primal worlds of fire and ice to extraordinary planets inhabited by Frost Giants and Trolls to save Asgard, the capital city of the Norse Gods. Thor must overcome monstrous foes lifted from the pages of the comics including Ulik, Ymir, and Surtur, as well as other monstrous denizens. Players will wield the iconic Mjolnir, Thor’s legendary hammer, to fight enemies on an immense scale while controlling the elemental storm powers of lightning, thunder, and wind to vanquish enemies. As Thor earns Valor points through his exploits, players can acquire new abilities, powers, and weapon upgrades.",38,5.7,2011,8954,Action,Sega,0.09,0.04,0.0,0.01,0.15
5075,The Simpsons Skateboarding,PS2,"Grab your board and a nice piece of asphalt! A Skate Tour has come to Springfield, and the entire town has gone skate crazy on the half-pipes, ramps, and rails. Super skater Bart Simpson is the favorite to win the whopping $$ Mega-bucks $$ prize of $99, but Homer, Krusty, and many others are going to show just what they're capable of when money's at stake. So quit your job, skip class, and get to Springfield!",38,4.0,2002,1233,Sports,Electronic Arts,0.36,0.9,0.0,0.27,1.52
5076,Rock Revolution,X360,"Release your inner rockstar or allow your friends the privilege of picking up guitar, bass, drums, and microphone peripherals to 40 rock and roll tracks. Online and offline multiplayer, versus, coop and band battle with rehearsal mode and career mode.",38,5.1,2008,6362,Misc,Konami Digital Entertainment,0.25,0.0,0.0,0.02,0.27
5077,Legend of the Dragon,PSP,"Legend of the Dragon is centred on the story of the signs of the ancient Chinese zodiac, which holds great mystical power. Each sign has its own temple, and each temple has its own guardian. The evil Zodiac Master is trying to attain the powers of the twelve guardians as that will make him virtually unstoppable. One thing stands in his way: the Golden Dragon. When the Chinese martial arts student, Ang, is chosen over his twin sister Ling to be the next Golden Dragon destined to fight the Zodiac Master, Ling joins the dark side in a quest for redemption. In the battle between good and evil both heroes and villains have magic wristbands that can transform them into mythical warriors, giving them the precise likeness and superhuman powers of the zodiac creature they represent. Each of the 18 playable characters has a unique fighting technique and, therefore, must be played differently. Characters transform themselves into magical warriors using their wristbands. When transformed they perform different types of magic and cast spells based on their Chinese astrological sign. 4 challenging single-player modes: Quest, Arcade, Survival and Time. 3 exciting multiplayer-modes: Versus, Team Battle and Tag. [The Game Factory]",38,5.3,2007,14249,Fighting,Game Factory,0.03,0.0,0.0,0.0,0.03
5078,Terminator 3: Rise of the Machines,PS2,"Terminator 3: Rise of the Machines, the videogame, will capitalize on every aspect of the feature film's popularity, from a mind-bending plot that closely follows the movie's script to the first ever appearance of Arnold Schwarzenegger's likeness and voice in a videogame. [Atari]",38,6.1,2003,3464,Action,Atari,0.28,0.22,0.0,0.07,0.58
5079,Looney Tunes: Acme Arsenal,PS2,"Looney Tunes: Acme Arsenal is an action-adventure game featuring seven playable Looney Tunes characters, including Bugs Bunny, Daffy Duck, Tazmanian Devil, Foghorn Leghorn, Marvin the Martian, Gossamer and a special secret character, all rendered in high-definition, next-generation graphics. Engaging in one or two player cooperative gameplay, gamers find themselves immersed in fast-paced combat, puzzle solving challenges and vehicle-based action in rich environments inspired by the popular, outlandish cartoon tales. Players command an arsenal of ACME melee and projectile weapons in outrageous battles and travel to various locations such as Camelot, Ancient Egypt, Mars, the Wild West, the trenches of World War II and more. [Warner Bros. Interactive]",38,5.2,2007,4991,Action,Warner Bros. Interactive Entertainment,0.19,0.15,0.0,0.05,0.38
5080,The Mummy: Tomb of the Dragon Emperor,PS2,"In the third-person action-adventure game The Mummy: Tomb of the Dragon Emperor, players take on the roles of Rick O'Connell and his son, Alex (played by Brendan Fraser and Luke Ford, respectively, in the film). Gamers follow the lead characters on their harrowing journey - across exotic locations from ancient Chinese catacombs to beautiful, but dangerous, Himalayan peaks - to defeat the revived servants of the Dragon Emperor (Jet Li). The Mummy: Tomb of the Dragon Emperor allows players to switch seamlessly between gunplay and hand-to-hand melee attacks, and also features a fast and fluid combat system and an arsenal of weaponry that can be used to vanquish the many bone-chilling enemies players will face during their journey. [Sierra Entertainment]",38,6.1,2008,6697,Action,Vivendi Games,0.12,0.1,0.0,0.03,0.25
5081,Evolution Snowboarding,PS2,"The year is 20XX...the world has been overtaken by evil ""Boardriods"" and it's your job to save the slopes. Along with some of the top snowboarders in the world, including Danny Kass and Todd Richards, you'll take on a variety of enemies, challenges and boss characters as you attempt to win back the world mountain by mountain. Luckily, you're equipped with the latest in snowboarding gear to aid you in over 80 missions in 8 of the wickedest levels ever imagined! [Konami]",38,tbd,2002,15167,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02
5082,Star Wars Episode II: Attack of the Clones,GBA,"Certainly, there are worse games sitting on the store shelf. But not many.",38,3.4,2002,2677,Action,THQ,0.55,0.2,0.0,0.01,0.77
5083,The Ripping Friends,GBA,,38,tbd,2002,13919,Action,THQ,0.03,0.01,0.0,0.0,0.04
5084,Steel Battalion: Heavy Armor,X360,"Utilizing a combination of Kinect and the regular Xbox 360 controller, Steel Battalion Heavy Armor thrusts players into the role of Sgt Powers, a veteran VT Pilot who is the only one who can change the course of war. Kinect allows for full control of the VT’s interface, as well as interaction with the comrades, while the regular controller gives players the precision expected from a first person shooter.",38,2.5,2012,9464,Misc,Capcom,0.08,0.03,0.02,0.01,0.13
5085,Pure Futbol,X360,"(Also known as ""Pure Football"" in the UK/EU) Stop watching from the stands and discover what it’s like to play real soccer – raw and unfiltered. Through close-up camera angles and stunning audio & visual treatments, Pure Futbol captures the true on-field emotions. [Ubisoft]",38,7.4,2010,8004,Sports,Ubisoft,0.08,0.09,0.0,0.02,0.18
5086,Far Cry Vengeance,Wii,"The incident at Jacutan Archipelago changed Jack Carver's life forever. Jack has had little choice but to embrace the disturbing talents unleashed by Krieger's unique brand of folk medicine. Back at his home port in Micronesia, Jack thought he had finally found paradise. But when a gorgeous woman draws him in on a dangerous heist, their sun-drenched days take a chilling turn. Hunted for a murder he didn't commit, Jack must draw on his most savage instincts to make his predators his prey. Dig deeper into the power of the Wii Remote and Nunchuck through survival tactics that include driving, shooting, jumping, balancing, climbing, grenading, and Far Cry’s ever-popular Feral attacking. Choose from a variety of weapons in a struggle to endure the rebel-infested jungle. Take down an unsuspecting victim from behind with a machete or meet the fight head-on with your machine gun. From ATVs to hovercrafts, pickup trucks to Jet Skis, drive over, around, and through vicious combat situations. Utilize the lush, tropical surroundings to your advantage, using stealth to sneak through the foliage past unsuspecting rebels. Feel what its like to be the predator, not the prey, as you unleash the beast within. Jump higher, run faster, and slash with more fury than all of your enemies combined through the animalistic feral abilities unique to the Far Cry series. Challenge your friends in Far Cry: Vengeance's frenetic Chaos mode as you battle to be the last person standing. [Ubisoft]",38,5.4,2006,11443,Shooter,Ubisoft,0.06,0.01,0.0,0.01,0.08
5087,Tenchu: Dark Secret,DS,"(Also known as ""Tenchu: Dark Shadow"" Tenchu: Dark Secret places you in the shoes of ninja assassins charged with protecting the life of a princess. Stalk your enemies with sword in hand, plant explosive traps in the underbrush, or strike with an assortment of realistic ninja weaponry - the choice is yours. Features over 40 single-player missions and the ability to construct your own weapons and items. Prove your mettle with the metal by challenging friends to a local wireless multiplayer match. Tenchu: Dark Secret boasts three unique modes and a whole host of options to keep each match fresh and fun. Whether you're creeping through a bamboo forest to plunge a dagger into your friend's back or setting a trap to steal his precious dumplings, you're going to need a towel to wipe the sweat from your hands. Need a new bamboo trap? Short on shurikins? Just hop online. Tenchu: Dark Secret allows players to buy, sell, and trade items via Nintendo Wi-Fi Connection. You can choose to transact with either friends or strangers. [Nintendo]",37,5.8,2006,12972,Action,From Software,0.03,0.0,0.01,0.0,0.05
5088,Napoleon Dynamite: The Game,PSP,"Step into the moon boots of Napoleon Dynamite and relive some flippin sweet movie moments like dancing to Z-Kwon, throwing the pigskin a quarter mile with Uncle Rico, smashing piñatas with Pedro and many more! Napoleon Dynamite brings 20 mini games for the DS and 30 for the PSP that really need you to use all your good skills to pass…even your bow-hunting skills for when you're hunting Wolverines with your uncle in Alaska! So hurry up and play already and all your wildest dreams will come true. Gosh! [Crave]",37,4.6,2007,14009,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.04
5089,Pocket Pool,PSP,"Grab your stick and get ready to shoot pool with some Honeys! Shoot 13 different types of pool with some of the hottest honeys in the bar. Pocket Pool features a dynamic 3D engine that simulates realistic pool play from almost every angle. Start off in a honky-tonk and work your way up to the mansion or yacht – and when you win, boy will you be rewarded. Wins unlock sexy videos and pictures of the glamorous Dream models – plus more surprises! What are you waiting for? Rack 'em up! [from Eidos Interactive]",37,tbd,2007,13629,Action,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.04
5090,Speed Zone,Wii,"(Known as ""Wheelspin"" in the UK/EU) SOLO mode - with phantom cars and racing lines to guide you. RACE mode - go head-to-head against 7 friends or computer AI drivers. BATTLE mode - blast your opponents with massive weapons. 30 levels of dramatic racing action. Roller coaster race tracks with loops, twists, and hairpin turns. Stunning terrains set on colorful planets, floating asteroids, and space stations. Progressive level-unlock structure - play your way to the top of the innovative 3D pyramid menu. Engine upgrades and other car mods - over 160 variations to 6 basic cars. Off-track secret bonuses and hidden shortcuts. Use boost pads to make incredible jumps and accelerate into the SPEED ZONE! Revisit unlocked tracks with enhanced cars to set an overall Apex Score Rating. Unlock all levels, find all the secrets, earn all the bonuses and medals. [Detn8]",37,3.8,2009,11808,Racing,Bethesda Softworks,0.01,0.05,0.0,0.01,0.07
5091,TMNT,PSP,"Based on the all-new CGI TMNT movie, Ubisoft's TMNT video game takes place in New York City, a city plagued with fast-moving shadows and attacks from strange creatures. Could the wealthy and mysterious Max Winters be involved? New York City needs the Turtles now more than ever but they face their most trying time both as heroes and as brothers. With the fate of the City and their family at stake, it's up to Leonardo with Zen Master Splinter to restore unity and ninja discipline to the Turtles. In this highly immersive experience, join the Ninja Turtles team and experience intense acrobatic navigation, collaborative combat and powerful fighting moves. Engage in over-the-top Ninja action to reunite the Turtles and save New York City. Leonardo, Raphael, Donatello and Michelangelo are playable, each with unique acrobatic moves, weapons and combat skills, such as Michelangelo’s fast nunchuk face slap and Raphael’s powerful Sai throw. [Ubisoft]",37,4.3,2007,9962,Action,Ubisoft,0.1,0.01,0.0,0.01,0.12
5092,Shifters,PS2,"Your world has begun to change. Bizarre deadly creatures of metal and flesh roam the lands, their origin a complete mystery to those who can survive their attacks. Odd contraptions and structures of steel and steam have begun to replace once quaint medieval villages. The order of the very universe is shifting, and somehow, you know there is a connection between these bizarre changes and your own newfound power to shapeshift. Chaos has begun to ravage the kingdom, and the very magic which preserved the order of existence has is fading. It's up to you to find the artifact and face the madman before the magic that holds the universe together is lost forever. Battle all-new enemies, travel to new worlds, and develop your strengths. Use your power to shapeshift into numerous powerful forms in your quest. Only you can reverse the paradox and prevent the total destruction both worlds! [3DO]",37,5.9,2002,13012,Adventure,3DO,0.03,0.02,0.0,0.01,0.05
5093,Legend of the Dragon,Wii,"Join the battle to maintain the universal balance between darkness and light with all the popular characters from the animated TV series: Ang Lueng never dreamed that he would be the next Golden Dragon. He always assumed his twin sister, Ling, the best fighter of the Dragon Dojo run by their mentor Master Chin, was next in line. Ling is deeply humiliated. She swears to take vengeance upon those who betrayed her, starting with her brother and Master Chin. The lure of power from the Zodiac Master proves too much for Ling. Her hatred leads her into darkness and she becomes the Shadow Dragon. Enjoy the magic tale of the Legend of the Dragon in this combat action/adventure game that combines the fighting sequences and compelling story line of the TV series - all wrapped up in game play and animation. All the important places from the cartoon series are present in the game as combat arenas: The 12 sacred temples, The Dragon Dojo, The Zodiac Master's hideout, The Temple of Shadow Dragon, The Great Wall of China, Hong Kong Bay. 8 different game modes ensure hours of challenging game-play: Play Quest mode, Arcade mode, Training mode, Survival mode, Time Attack mode, versus mode, Team Battle mode, Tag mode. The Nunchunck is used for character directional moves, The Wii Remote is used for all movements related to fighting and the spell sytem uses the gyroscopic system of the Wii Remote. [Game Factory]",37,4.8,2007,12301,Fighting,Game Factory,0.06,0.0,0.0,0.0,0.06
5094,Quantum Theory,X360,"Many years have passed since the world war inflicted catastrophic damage on the human race, leaving only a few survivors. In their new community ""Cocoon,"" life has been threatened by a black material called Erosion, creating a post-apocalyptic environment. Surviving humans recruit a militia to conquer the Erosion and set out to take down the evil, ""Living Tower"". Arriving at the scene is the stalwart warrior Syd, whose only intentions are to destroy the Tower. He meets the beautiful and mysterious Filena as they both ascend to the top in their search for answers. The erosion of the Tower intensifies as the players climb up through the moving landform.",37,3.6,2010,11038,Shooter,Tecmo Koei,0.06,0.02,0.0,0.01,0.09
5095,Duke Nukem: Land of the Babes,PS,"In the distant Future, vicious aliens rule the Earth. Only bodacious babes survive, enslaved by the hostile alien overlords. The women and the world need a hero. And there is only one man big enough for the job! Duke Nukem is back! And he's ready to score!",37,6.9,2000,11671,Shooter,Atari,0.04,0.03,0.0,0.0,0.08
5096,Fight Club,XB,"Broken bones, blood-stained and ripped clothes, and facial deformations are common in Fight Club. Based on the movie of the same name, Fight Club lets you play as one of the many characters from the movie as they fight until someone goes limp, taps out, or is beaten to a pulp. With three different fighting styles and intuitive controls, the game creates a challenging experience for fighting fans of all levels.",37,4.9,2004,10379,Fighting,Vivendi Games,0.08,0.02,0.0,0.0,0.11
5097,Crash Boom Bang!,DS,"In Crash Boom Bang!, Crash and his friends embark on a worldwide race in a quest for its multi-million dollar prize. With hidden intentions of finding an ancient lost city and the famed magical ""Super Big Power Stone"" that grants its user one wish, the race’s sponsor Viscount Devil plans on using the contestants to solve the mystery. The map of the race checkpoints is based on the Viscount’s ancient map, and the evil Dr. Neo Cortex, also an invitee to the race, has figured out the Viscount’s master plan and in his own relentless pursuit for world domination, sets out to steal the map and retrieve the legendary stone. It’s up to Crash and his friends to win the big race ... and save the world! [Vivendi]",37,4.3,2006,10943,Misc,Vivendi Games,0.07,0.01,0.0,0.01,0.09
5098,Hour of Victory,X360,"Hour of Victory allows you to play a key role in the pivotal and cinematic battles from the European and North African theaters of World War II, using the skills and gameplay style you choose. Sneak into enemy territory as a covert operative, storm the gates as a British Commando, or snipe from afar as an Army Ranger – each character's unique attributes will be needed for the fulfillment of the overall objective. Only with all these skills working closely together will you be able to say that you helped define the Hour of Victory. Three Unique POVs - Players can pick from a Covert Operative, specializing in stealth and sabotage; a British Commando specializing in the guns-blazing frontal assault; or an Army Ranger who specializes in sniping and demolitions. Full Use of Any Vehicle on the Battlefield - Use any of the vehicles you find on the battlefield to accomplish your mission. From Sherman Tanks to the Axis Tiger Tanks to the Kubelwagons, if you can see it, you can drive it in Hour of Victory. Cinematic Gameplay - Hour of Victory blends authentic details and realism of World War II with frenetic gameplay. From the JU-88 Bombers in the sky to the Panzers in the streets, Hour of Victory bombards you from all angles. [Midway]",37,3.1,2007,9537,Shooter,Midway Games,0.1,0.01,0.0,0.01,0.13
5099,Blackwater,X360,"A first of its kind shooter, Blackwater reinvents the modern combat shooter genre by giving players the ability to completely control the gameplay experience using either a traditional controller or Kinect for Xbox 360’s controller-free abilities which introduces an unprecedented level of immersion to the FPS genre. Blackwater takes its namesake from the private security company founded in 1997 by Erik Prince, a former Navy SEAL, to provide training support to military and law enforcement agencies.",37,4.5,2011,9696,Shooter,505 Games,0.09,0.02,0.0,0.01,0.12
5100,Wonder World Amusement Park,Wii,"All of the fun and thrills of your favorite amusement parks and carnivals are now available in your living room. In Wonder World Amusement Park, you can take your customized character through a fully 3D park with five themed zones and hop on five heart-pounding interactive rides. Play through a huge variety of mini-games as you win outfits and prizes for your unique character. Step right up and test your skills in a fun filled experience for the whole family. [Majesco]",37,4.5,2008,13346,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.05
